Security,W 2 COMB Comdty,
10/16/2024,605.25,28571
10/15/2024,600.75,32616
10/14/2024,607.25,18522
10/11/2024,621.75,29241
10/10/2024,626.5,25984
10/9/2024,622.25,23562
10/8/2024,618.25,24824
10/7/2024,616.5,22930
10/4/2024,612.75,25791
10/3/2024,626.5,33559
10/2/2024,637.25,49172
10/1/2024,619.5,26959
9/30/2024,604.25,22544
9/27/2024,600.25,12761
9/26/2024,604.25,26856
9/25/2024,608.25,17518
9/24/2024,597.25,16580
9/23/2024,601.25,20333
9/20/2024,587.5,16649
9/19/2024,585,16706
9/18/2024,595.25,13786
9/17/2024,595.5,16307
9/16/2024,597.5,29542
9/13/2024,594.75,89761
9/12/2024,578.5,74095
9/11/2024,579.25,45116
9/10/2024,574.25,51922
9/9/2024,568.5,48300
9/6/2024,567,55118
9/5/2024,574.75,68217
9/4/2024,580.75,86307
9/3/2024,566.75,79150
8/30/2024,551.5,58075
8/29/2024,548.75,61566
8/28/2024,541.5,70938
8/27/2024,535.5,82483
8/26/2024,525,77414
8/23/2024,528,79874
8/22/2024,535.5,79305
8/21/2024,544,62326
8/20/2024,556.5,56212
8/19/2024,552.25,55412
8/16/2024,552.5,53216
8/15/2024,550.25,68365
8/14/2024,556.25,83832
8/13/2024,551.75,61344
8/12/2024,559.75,68344
8/9/2024,565.75,62029
8/8/2024,561.5,56395
8/7/2024,562,61838
8/6/2024,566.5,32646
8/5/2024,563.25,36822
8/2/2024,562.25,28788
8/1/2024,556.75,34733
7/31/2024,552,31722
7/30/2024,549,21840
7/29/2024,555.25,23508
7/26/2024,548.5,25028
7/25/2024,562.5,20378
7/24/2024,571,24442
7/23/2024,567.75,18191
7/22/2024,573,23956
7/19/2024,568,23444
7/18/2024,560,19795
7/17/2024,563.5,19646
7/16/2024,555.5,25966
7/15/2024,556.5,33913
7/12/2024,550.75,79921
7/11/2024,571.25,72519
7/10/2024,561.5,62795
7/9/2024,572,51191
7/8/2024,570.5,61332
7/5/2024,590.5,46458
7/3/2024,574,43946
7/2/2024,581,53054
7/1/2024,590.25,76771
6/28/2024,573.5,74338
6/27/2024,579.5,89972
6/26/2024,560.5,81213
6/25/2024,560.5,85876
6/24/2024,571,81433
6/21/2024,575.75,89671
6/20/2024,586,93729
6/18/2024,599,61773
6/17/2024,608,58028
6/14/2024,628.5,61720
6/13/2024,637.75,66238
6/12/2024,636,57937
6/11/2024,646.75,90345
6/10/2024,630.75,69155
6/7/2024,649.25,80587
6/6/2024,661.75,38610
6/5/2024,668.5,40873
6/4/2024,680,36002
6/3/2024,694,35459
5/31/2024,699.5,24983
5/30/2024,702.5,29935
5/29/2024,713.75,27109
5/28/2024,720.5,27411
5/24/2024,717.5,24280
5/23/2024,718,23181
5/22/2024,712.75,34397
5/21/2024,717.5,36780
5/20/2024,708.75,33237
5/17/2024,672,18396
5/16/2024,683.5,17132
5/15/2024,686,26187
5/14/2024,672.5,86543
5/13/2024,687,101033
5/10/2024,663.5,96614
5/9/2024,637.5,62479
5/8/2024,634,70498
5/7/2024,642.75,88539
5/6/2024,648.75,107311
5/3/2024,622.5,96590
5/2/2024,604.25,65654
5/1/2024,599.25,64885
4/30/2024,603.25,86577
4/29/2024,608.5,100118
4/26/2024,622.25,102785
4/25/2024,620.5,96546
4/24/2024,613,94397
4/23/2024,602.75,95163
4/22/2024,587.5,107776
4/19/2024,566.75,50746
4/18/2024,553,54452
4/17/2024,552.25,57291
4/16/2024,564.75,57614
4/15/2024,567.5,48692
4/12/2024,570.75,61426
4/11/2024,566.25,61018
4/10/2024,573.5,55959
4/9/2024,572,56291
4/8/2024,580.5,71660
4/5/2024,581.75,71842
4/4/2024,571.5,47055
4/3/2024,572.25,34902
4/2/2024,561.75,42290
4/1/2024,572.75,27729
3/28/2024,575.75,47656
3/27/2024,562.75,25680
3/26/2024,559.25,20674
3/25/2024,570.75,31355
3/22/2024,569.5,26685
3/21/2024,562,22114
3/20/2024,560.25,26795
3/19/2024,567.25,26716
3/18/2024,557.5,26805
3/15/2024,544,23613
3/14/2024,532.25,60596
3/13/2024,544.25,59143
3/12/2024,547.5,62617
3/11/2024,547.25,81244
3/8/2024,537.75,73290
3/7/2024,528.5,95285
3/6/2024,531,105250
3/5/2024,551,65812
3/4/2024,564,45471
3/1/2024,557.75,68452
2/29/2024,576.25,51085
2/28/2024,574.75,55963
2/27/2024,584.25,59222
2/26/2024,574.75,62214
2/23/2024,569,56961
2/22/2024,579.25,78002
2/21/2024,578,54183
2/20/2024,579.25,76260
2/16/2024,559,62158
2/15/2024,567.25,72288
2/14/2024,583,73642
2/13/2024,597,73747
2/12/2024,599.25,56973
2/9/2024,599.25,71437
2/8/2024,594,51826
2/7/2024,608,47155
2/6/2024,602.75,27055
2/5/2024,599,24509
2/2/2024,608,30946
2/1/2024,609.5,31098
1/31/2024,605.25,19981
1/30/2024,615.5,21687
1/29/2024,603.75,17688
1/26/2024,610.75,25919
1/25/2024,622,24570
1/24/2024,620.25,18995
1/23/2024,606.75,16533
1/22/2024,606.5,13280
1/19/2024,603.5,20647
1/18/2024,596.75,19081
1/17/2024,594.5,25816
1/16/2024,596,16807
1/12/2024,610,31326
1/11/2024,616.75,14719
1/10/2024,623.75,17240
1/9/2024,622.5,17932
1/8/2024,609.25,22033
1/5/2024,627.5,13242
1/4/2024,624.5,20839
1/3/2024,613,24189
1/2/2024,619.25,21819
12/29/2023,639.5,10864
12/28/2023,642.25,9557
12/27/2023,633.75,10282
12/26/2023,646.25,16145
12/22/2023,627.5,8751
12/21/2023,624,12255
12/20/2023,621.25,11831
12/19/2023,633.25,11060
12/18/2023,628,12046
12/15/2023,639.5,17742
12/14/2023,615.75,46870
12/13/2023,605.25,57314
12/12/2023,625.5,55336
12/11/2023,609.5,66113
12/8/2023,631.75,74699
12/7/2023,642.25,97744
12/6/2023,633.5,113132
12/5/2023,631.25,99869
12/4/2023,620.5,95896
12/1/2023,602.75,72327
11/30/2023,598,78520
11/29/2023,585.75,72626
11/28/2023,572,84851
11/27/2023,561,97007
11/24/2023,577.25,45784
11/22/2023,584.5,57250
11/21/2023,582.75,69087
11/20/2023,570.5,56489
11/17/2023,575.75,63689
11/16/2023,581,67925
11/15/2023,588,80042
11/14/2023,597.75,59709
11/13/2023,602.25,70754
11/10/2023,599.25,48074
11/9/2023,606.25,57541
11/8/2023,616.5,98360
11/7/2023,596,78504
11/6/2023,602.5,41660
11/3/2023,599.25,23297
11/2/2023,592.75,27786
11/1/2023,589.5,29726
10/31/2023,585.25,36833
10/30/2023,594.25,30570
10/27/2023,602.5,20243
10/26/2023,606,32619
10/25/2023,596.25,25130
10/24/2023,607.5,17924
10/23/2023,615,16609
10/20/2023,613.5,31900
10/19/2023,619.75,26183
10/18/2023,608,23247
10/17/2023,598.75,26787
10/16/2023,604.5,28165
10/13/2023,606.25,44310
10/12/2023,601.5,38492
10/11/2023,587.25,19916
10/10/2023,590,19643
10/9/2023,603.5,18536
10/6/2023,598,20813
10/5/2023,607,29068
10/4/2023,589,31511
10/3/2023,597.75,34339
10/2/2023,596,36653
9/29/2023,573.5,47665
9/28/2023,606.5,16596
9/27/2023,607.25,19953
9/26/2023,616.25,18133
9/25/2023,615.5,13166
9/22/2023,606.5,13784
9/21/2023,602.25,14482
9/20/2023,614.75,21738
9/19/2023,610.25,17608
9/18/2023,616.75,24242
9/15/2023,629.5,25962
9/14/2023,593.75,55236
9/13/2023,597.25,65351
9/12/2023,587.5,64491
9/11/2023,584.5,50810
9/8/2023,595.75,45764
9/7/2023,599.75,42727
9/6/2023,609,45236
9/5/2023,599.25,50088
9/1/2023,595.5,52173
8/31/2023,602,66515
8/30/2023,607,64121
8/29/2023,600.5,68848
8/28/2023,617,46802
8/25/2023,621.75,56651
8/24/2023,631.75,40837
8/23/2023,639.75,42320
8/22/2023,627.5,42768
8/21/2023,625.5,42372
8/18/2023,639,47725
8/17/2023,615.25,44109
8/16/2023,623,56036
8/15/2023,623.75,67722
8/14/2023,641.5,54594
8/11/2023,653.75,67306
8/10/2023,663.75,59667
8/9/2023,661.75,55088
8/8/2023,681.5,60298
8/7/2023,681,78445
8/4/2023,660.25,48924
8/3/2023,655,44501
8/2/2023,667.25,48744
8/1/2023,678.25,42325
7/31/2023,691.75,66907
7/28/2023,728,39623
7/27/2023,735.5,37196
7/26/2023,742.25,48287
7/25/2023,780.75,50436
7/24/2023,777.5,54930
7/21/2023,717.75,44873
7/20/2023,746.25,73442
7/19/2023,745.5,74828
7/18/2023,690.5,24937
7/17/2023,673.75,29815
7/14/2023,661.5,55640
7/13/2023,639.75,63331
7/12/2023,632.75,70490
7/11/2023,660.5,45270
7/10/2023,646.25,46427
7/7/2023,649.5,48552
7/6/2023,658,57251
7/5/2023,674.25,73233
7/3/2023,641.75,53440
6/30/2023,651,68030
6/29/2023,667.5,57733
6/28/2023,669.75,70475
6/27/2023,699,73256
6/26/2023,738.25,95716
6/23/2023,746.5,81324
6/22/2023,752.75,74960
6/21/2023,748.25,72233
6/20/2023,708.75,68485
6/16/2023,701.5,85155
6/15/2023,672.75,57069
6/14/2023,641.25,57053
6/13/2023,648,69668
6/12/2023,646,61301
6/9/2023,641.75,86367
6/8/2023,639,69601
6/7/2023,627.75,48479
6/6/2023,640,62270
6/5/2023,636.25,29659
6/2/2023,632.25,26527
6/1/2023,624.25,34522
5/31/2023,608,29651
5/30/2023,605.5,32921
5/26/2023,629.5,19658
5/25/2023,617.25,18858
5/24/2023,619,19053
5/23/2023,634.5,17104
5/22/2023,618.75,23664
5/19/2023,617,21602
5/18/2023,624.5,18294
5/17/2023,637.75,31650
5/16/2023,660.25,23746
5/15/2023,672,19541
5/12/2023,635,74154
5/11/2023,627.25,53457
5/10/2023,641.25,59987
5/9/2023,643.5,59773
5/8/2023,654,62820
5/5/2023,660.25,70364
5/4/2023,645,72438
5/3/2023,639.75,98282
5/2/2023,609.25,64269
5/1/2023,618.25,62946
4/28/2023,633.75,61854
4/27/2023,629.25,88176
4/26/2023,642,63261
4/25/2023,653,85290
4/24/2023,657,74613
4/21/2023,673,61307
4/20/2023,680,56696
4/19/2023,692.75,52042
4/18/2023,709.5,60095
4/17/2023,707.25,74507
4/14/2023,692.5,78884
4/13/2023,676,88565
4/12/2023,687,105265
4/11/2023,684,95359
4/10/2023,690.75,55582
4/7/2023,688,#N/A N/A
4/6/2023,688,39500
4/5/2023,694.75,36939
4/4/2023,704,28667
4/3/2023,706.75,34632
3/31/2023,704.5,31371
3/30/2023,704.5,26666
3/29/2023,716.25,34255
3/28/2023,711.5,23356
3/27/2023,709.5,25538
3/24/2023,700,52972
3/23/2023,674,27810
3/22/2023,674.75,40426
3/21/2023,692.5,30026
3/20/2023,708.5,30151
3/17/2023,719.5,26693
3/16/2023,709,15605
3/15/2023,713,24027
3/14/2023,696.25,57958
3/13/2023,684.5,78534
3/10/2023,679.25,56324
3/9/2023,665.75,79762
3/8/2023,687.5,58631
3/7/2023,698,46818
3/6/2023,695.25,48629
3/3/2023,708.75,41608
3/2/2023,712.75,50799
3/1/2023,710,55837
2/28/2023,705.5,57464
2/27/2023,710,81173
2/24/2023,721.75,86161
2/23/2023,750.5,65535
2/22/2023,750,68504
2/21/2023,762.75,67049
2/17/2023,776.25,37232
2/16/2023,776.25,35373
2/15/2023,780.25,56909
2/14/2023,796.75,60596
2/13/2023,800.75,65724
2/10/2023,795.75,72530
2/9/2023,768,54494
2/8/2023,775,57778
2/7/2023,761.25,50522
2/6/2023,762,28482
2/3/2023,768.25,35244
2/2/2023,772,32675
2/1/2023,770.5,29211
1/31/2023,770.5,23063
1/30/2023,762,17783
1/27/2023,758.75,14876
1/26/2023,760.5,17989
1/25/2023,749,17370
1/24/2023,742.25,16805
1/23/2023,728,19842
1/20/2023,749,13418
1/19/2023,742.75,16962
1/18/2023,750.25,15144
1/17/2023,759,16128
1/13/2023,752,17563
1/12/2023,750.75,24301
1/11/2023,748.25,14630
1/10/2023,739.5,17409
1/9/2023,750,13308
1/6/2023,751.5,8682
1/5/2023,754.75,10767
1/4/2023,753.75,14983
1/3/2023,782.75,13042
12/30/2022,798.75,8868
12/29/2022,781,7802
12/28/2022,792.75,8547
12/27/2022,781,5498
12/23/2022,782.5,7357
12/22/2022,769.75,10829
12/21/2022,775.25,16657
12/20/2022,757.5,13097
12/19/2022,756.75,13677
12/16/2022,761,12319
12/15/2022,766,12549
12/14/2022,749.25,41587
12/13/2022,750.75,49908
12/12/2022,754.75,49826
12/9/2022,734.25,32511
12/8/2022,746.25,35604
12/7/2022,749.5,50433
12/6/2022,729,52137
12/5/2022,739,51514
12/2/2022,761,50916
12/1/2022,783,41085
11/30/2022,795.5,45182
11/29/2022,781.5,51018
11/28/2022,780.75,76464
11/25/2022,797,34408
11/23/2022,813.5,42850
11/22/2022,810.5,36917
11/21/2022,818.25,37878
11/18/2022,822,33902
11/17/2022,825,35732
11/16/2022,837.25,42865
11/15/2022,848,57924
11/14/2022,838.25,34720
11/11/2022,835.25,59421
11/10/2022,825.75,59612
11/9/2022,827.75,71370
11/8/2022,847.5,47029
11/7/2022,864,54378
11/4/2022,866.75,21249
11/3/2022,859.75,22680
11/2/2022,865,40103
11/1/2022,919,32725
10/31/2022,899.25,42531
10/28/2022,849,12198
10/27/2022,858,16949
10/26/2022,859.5,14739
10/25/2022,854.25,18365
10/24/2022,858.25,14549
10/21/2022,869.5,12134
10/20/2022,868,13960
10/19/2022,859.5,12244
10/18/2022,867.75,17084
10/17/2022,878.75,15098
10/14/2022,877,14941
10/13/2022,908.5,18010
10/12/2022,899,18442
10/11/2022,917,27100
10/10/2022,951.5,24544
10/7/2022,895,13469
10/6/2022,892.75,15329
10/5/2022,915.25,11138
10/4/2022,915.5,17118
10/3/2022,925,16839
9/30/2022,932,20195
9/29/2022,908,10472
9/28/2022,915,11968
9/27/2022,884.25,13244
9/26/2022,871.25,10209
9/23/2022,893.75,14716
9/22/2022,922,19088
9/21/2022,915.25,29446
9/20/2022,907.25,18058
9/19/2022,846.5,8891
9/16/2022,874.75,11713
9/15/2022,860.5,12566
9/14/2022,872.25,45623
9/13/2022,860.5,51520
9/12/2022,858.75,60220
9/9/2022,869.5,54262
9/8/2022,829,52459
9/7/2022,844.25,84918
9/6/2022,817,36892
9/2/2022,811,35504
9/1/2022,794.25,57932
8/31/2022,831.5,49675
8/30/2022,820.25,59308
8/29/2022,842.75,73912
8/26/2022,805.25,56544
8/25/2022,789,48165
8/24/2022,813.25,48931
8/23/2022,800.5,53387
8/22/2022,788.25,44625
8/19/2022,771,40655
8/18/2022,749,60666
8/17/2022,780.5,44191
8/16/2022,802.75,30847
8/15/2022,817.75,30285
8/12/2022,822.5,38724
8/11/2022,826.25,56704
8/10/2022,816.25,58781
8/9/2022,799.25,53282
8/8/2022,799.25,57300
8/5/2022,795.25,42654
8/4/2022,802,36121
8/3/2022,783.5,39543
8/2/2022,794,27726
8/1/2022,819,23951
7/29/2022,825.75,29489
7/28/2022,835.25,18989
7/27/2022,808.5,21630
7/26/2022,822,23204
7/25/2022,788.5,25398
7/22/2022,777.5,35941
7/21/2022,821.75,21441
7/20/2022,835.25,19025
7/19/2022,828,23839
7/18/2022,829.5,20925
7/15/2022,794,26543
7/14/2022,795,53660
7/13/2022,810.75,49075
7/12/2022,814.25,50490
7/11/2022,856.5,51969
7/8/2022,891.5,51844
7/7/2022,836.5,49291
7/6/2022,804.5,57720
7/5/2022,807,55014
7/1/2022,846,54111
6/30/2022,884,70148
6/29/2022,930,50777
6/28/2022,936,53518
6/27/2022,917.5,48106
6/24/2022,936.5,43179
6/23/2022,949.25,46898
6/22/2022,988.75,51781
6/21/2022,987.25,57056
6/17/2022,1046.75,35631
6/16/2022,1090.5,31896
6/15/2022,1063.5,27856
6/14/2022,1065.25,29621
6/13/2022,1086,49270
6/10/2022,1084.75,49930
6/9/2022,1084.75,55224
6/8/2022,1088.25,50986
6/7/2022,1084.5,60043
6/6/2022,1104.5,30309
6/3/2022,1051.75,17958
6/2/2022,1069.75,30486
6/1/2022,1052.25,37376
5/31/2022,1097.5,34185
5/27/2022,1166.25,8384
5/26/2022,1152,14784
5/25/2022,1156.75,21375
5/24/2022,1163.25,22375
5/23/2022,1197.5,16382
5/20/2022,1174.5,13598
5/19/2022,1206,19256
5/18/2022,1233,19199
5/17/2022,1278.75,29879
5/16/2022,1251,29418
5/13/2022,1177.5,35248
5/12/2022,1178.75,55767
5/11/2022,1113,34004
5/10/2022,1092.75,30020
5/9/2022,1092.75,37350
5/6/2022,1108.5,39579
5/5/2022,1106.5,47812
5/4/2022,1076.5,44200
5/3/2022,1045.5,31317
5/2/2022,1055.5,40743
4/29/2022,1055.75,38162
4/28/2022,1085.75,28927
4/27/2022,1091.25,26721
4/26/2022,1095,34264
4/25/2022,1072.5,37728
4/22/2022,1075.25,33181
4/21/2022,1076.5,34511
4/20/2022,1097.5,39368
4/19/2022,1109,37432
4/18/2022,1128.75,36326
4/14/2022,1104.5,40270
4/13/2022,1121.25,77569
4/12/2022,1112.5,63990
4/11/2022,1089,74737
4/8/2022,1058.25,56103
4/7/2022,1025.25,51294
4/6/2022,1040.75,29708
4/5/2022,1045.5,29297
4/4/2022,1010,27425
4/1/2022,984.25,26935
3/31/2022,1002,28550
3/30/2022,1023,25245
3/29/2022,1009.25,32890
3/28/2022,1051.5,23745
3/25/2022,1092.5,19380
3/24/2022,1074.5,17783
3/23/2022,1091.25,17801
3/22/2022,1101,21914
3/21/2022,1093,27587
3/18/2022,1044.75,16618
3/17/2022,1076,24481
3/16/2022,1042.5,28632
3/15/2022,1127.5,25104
3/14/2022,1096.25,38656
3/11/2022,1106.5,48921
3/10/2022,1087,73591
3/9/2022,1201.5,55905
3/8/2022,1286.5,133198
3/7/2022,1294,39528
3/4/2022,1209,35941
3/3/2022,1134,88004
3/2/2022,1059,103797
3/1/2022,984,51215
2/28/2022,934,107828
2/25/2022,859.75,108712
2/24/2022,934.75,112029
2/23/2022,884.75,98777
2/22/2022,852.5,101329
2/18/2022,804,55415
2/17/2022,804.75,55019
2/16/2022,786.25,35893
2/15/2022,785.75,47667
2/14/2022,805.5,52492
2/11/2022,804,71536
2/10/2022,778.75,66745
2/9/2022,791,76934
2/8/2022,784,71102
2/7/2022,776,60087
2/4/2022,770,31244
2/3/2022,758.25,25700
2/2/2022,761,25145
2/1/2022,774,19752
1/31/2022,766.25,20407
1/28/2022,791,14866
1/27/2022,782.25,16604
1/26/2022,800.75,27610
1/25/2022,822.25,27608
1/24/2022,804,19464
1/21/2022,784.75,15794
1/20/2022,793.5,20486
1/19/2022,799,27617
1/18/2022,770.25,25898
1/14/2022,744.5,19061
1/13/2022,749,18439
1/12/2022,760.25,18990
1/11/2022,773.25,14746
1/10/2022,763.5,16715
1/7/2022,760.5,21209
1/6/2022,749.75,16682
1/5/2022,764.75,11027
1/4/2022,773.5,13490
1/3/2022,761.5,9052
12/31/2021,774.25,9257
12/30/2021,783,9008
12/29/2021,791.75,11064
12/28/2021,788.75,12080
12/27/2021,808.25,8908
12/23/2021,818.5,9183
12/22/2021,817.75,11276
12/21/2021,801.75,13878
12/20/2021,780.5,11679
12/17/2021,778.5,11353
12/16/2021,775,12813
12/15/2021,762,18133
12/14/2021,787,34152
12/13/2021,788.75,39616
12/10/2021,785.25,36952
12/9/2021,776.75,63021
12/8/2021,794.5,38721
12/7/2021,808.5,35269
12/6/2021,806.25,41088
12/3/2021,803.75,58612
12/2/2021,815,67349
12/1/2021,790.5,55934
11/30/2021,787.25,87308
11/29/2021,822.25,69517
11/26/2021,840.25,49446
11/24/2021,850.25,80016
11/23/2021,867.5,50430
11/22/2021,857.5,59625
11/19/2021,834.25,54368
11/18/2021,830.75,71044
11/17/2021,833,62894
11/16/2021,820,59420
11/15/2021,836.75,44783
11/12/2021,828.5,44491
