Security,W 1 COMB Comdty,
12/13/2024,526.5,#N/A N/A
12/12/2024,538.75,527
12/11/2024,543.5,527
12/10/2024,542,527
12/9/2024,541.25,527
12/6/2024,542.5,527
12/5/2024,546.75,527
12/4/2024,538,527
12/3/2024,536.75,527
12/2/2024,537.5,527
11/29/2024,532.25,527
11/27/2024,537.75,527
11/26/2024,539.5,531
11/25/2024,535.75,536.5
11/22/2024,544.25,543.25
11/21/2024,548.75,547.5
11/20/2024,552.5,552
11/19/2024,549.75,549.25
11/18/2024,547.25,547
11/15/2024,536.5,536.75
11/14/2024,530.25,531.5
11/13/2024,541,541
11/12/2024,552.25,553.25
11/11/2024,565.5,564.75
11/8/2024,572.5,572.25
11/7/2024,571.5,571.75
11/6/2024,573.25,574.25
11/5/2024,572.5,572.25
11/4/2024,568.75,569.25
11/1/2024,568,567.5
10/31/2024,570.5,572.25
10/30/2024,573.25,573.25
10/29/2024,570.5,572
10/28/2024,558.75,558.75
10/25/2024,569,569.25
10/24/2024,581.5,581.75
10/23/2024,578.5,578.5
10/22/2024,576,576.25
10/21/2024,572.25,572.75
10/18/2024,572.75,572.5
10/17/2024,589.5,589.5
10/16/2024,585,584
10/15/2024,579.5,580.75
10/14/2024,585.25,586.5
10/11/2024,599,599.75
10/10/2024,603.75,602.75
10/9/2024,599,600.25
10/8/2024,594.75,594.75
10/7/2024,592.5,593.5
10/4/2024,589.75,590.5
10/3/2024,603.5,604
10/2/2024,615.25,614.25
10/1/2024,599,597.5
9/30/2024,584,583.5
9/27/2024,580,579.75
9/26/2024,584.25,583.25
9/25/2024,589.25,589.75
9/24/2024,578,578.5
9/23/2024,582.5,581.5
9/20/2024,568.5,569.5
9/19/2024,565.5,566
9/18/2024,575.75,576
9/17/2024,575.75,576.25
9/16/2024,578.5,578
9/13/2024,571.25,#N/A N/A
9/12/2024,563,#N/A N/A
9/11/2024,563.75,#N/A N/A
9/10/2024,558.75,#N/A N/A
9/9/2024,555.5,#N/A N/A
9/6/2024,553.25,#N/A N/A
9/5/2024,561,#N/A N/A
9/4/2024,565.25,#N/A N/A
9/3/2024,552,#N/A N/A
8/30/2024,532.75,#N/A N/A
8/29/2024,525,#N/A N/A
8/28/2024,514.25,491.5
8/27/2024,508.25,507.5
8/26/2024,498,497.25
8/23/2024,502.25,505
8/22/2024,511,510.25
8/21/2024,519.75,520
8/20/2024,533,533
8/19/2024,528.25,528.25
8/16/2024,530,528.25
8/15/2024,528.25,527
8/14/2024,534.75,536
8/13/2024,528.75,528.75
8/12/2024,536.75,536.5
8/9/2024,542.5,542.25
8/8/2024,537.5,536.5
8/7/2024,538.25,539
8/6/2024,543.25,544
8/5/2024,539.5,540.5
8/2/2024,539,539.75
8/1/2024,532,533
7/31/2024,527.25,526.75
7/30/2024,524,522.5
7/29/2024,531,530
7/26/2024,523.5,522.75
7/25/2024,537.75,537
7/24/2024,547,547.5
7/23/2024,542.75,542.5
7/22/2024,548,547.75
7/19/2024,542.75,544.75
7/18/2024,535.25,534.75
7/17/2024,539.25,541.5
7/16/2024,530.75,530
7/15/2024,532.5,531.25
7/12/2024,538,#N/A N/A
7/11/2024,554.25,#N/A N/A
7/10/2024,543.5,#N/A N/A
7/9/2024,554.25,#N/A N/A
7/8/2024,553,#N/A N/A
7/5/2024,572.25,#N/A N/A
7/3/2024,554.5,#N/A N/A
7/2/2024,561.5,#N/A N/A
7/1/2024,569.25,#N/A N/A
6/28/2024,553.5,538
6/27/2024,559.75,539
6/26/2024,541.25,539
6/25/2024,541.75,540
6/24/2024,552.5,552.25
6/21/2024,561.5,562.5
6/20/2024,572.75,570
6/18/2024,582,580
6/17/2024,591.5,590.75
6/14/2024,612.75,611.75
6/13/2024,620,618.5
6/12/2024,617,614.25
6/11/2024,626.5,626
6/10/2024,607.5,607
6/7/2024,627.5,626.25
6/6/2024,639.5,639.75
6/5/2024,646.75,648
6/4/2024,658.25,658.25
6/3/2024,672.75,673
5/31/2024,678.5,679.75
5/30/2024,681,680.25
5/29/2024,692.75,692.75
5/28/2024,700.25,702
5/24/2024,697.25,702.25
5/23/2024,698,700
5/22/2024,693,693.75
5/21/2024,697.5,698.25
5/20/2024,688.75,687.5
5/17/2024,651.25,651
5/16/2024,663.25,663.25
5/15/2024,665.75,666.75
5/14/2024,657,#N/A N/A
5/13/2024,670.25,535.25
5/10/2024,645.75,561
5/9/2024,619.75,561
5/8/2024,616,561
5/7/2024,624.75,561
5/6/2024,632.25,561
5/3/2024,606,561
5/2/2024,586.5,561
5/1/2024,581.5,561
4/30/2024,585,561
4/29/2024,590.25,561
4/26/2024,603.25,598.75
4/25/2024,602.25,602
4/24/2024,594.5,593
4/23/2024,585,584
4/22/2024,570.25,570.75
4/19/2024,550.25,550.25
4/18/2024,536.75,536.75
4/17/2024,537,538.5
4/16/2024,549.75,550.5
4/15/2024,551.75,551.75
4/12/2024,556,555.25
4/11/2024,551.75,552
4/10/2024,558.5,558.25
4/9/2024,557.75,557.75
4/8/2024,565.75,565.75
4/5/2024,567.25,568
4/4/2024,556.25,556.75
4/3/2024,556,555.5
4/2/2024,545.25,545.25
4/1/2024,557,557.75
3/28/2024,560.25,561.5
3/27/2024,547.5,547.5
3/26/2024,543.5,542.75
3/25/2024,555,555.5
3/22/2024,554.75,556
3/21/2024,546.75,548
3/20/2024,545,545.75
3/19/2024,552.5,553.25
3/18/2024,542.75,542
3/15/2024,528.5,529.5
3/14/2024,519.5,#N/A N/A
3/13/2024,532.25,#N/A N/A
3/12/2024,535.5,#N/A N/A
3/11/2024,537.5,#N/A N/A
3/8/2024,526.75,#N/A N/A
3/7/2024,520.75,#N/A N/A
3/6/2024,521.25,#N/A N/A
3/5/2024,545.75,#N/A N/A
3/4/2024,563.5,554.75
3/1/2024,560,554.75
2/29/2024,577.5,566
2/28/2024,571,569
2/27/2024,586,577
2/26/2024,577.25,576
2/23/2024,573.5,573.25
2/22/2024,583.25,583.25
2/21/2024,583.25,582.5
2/20/2024,582.75,581
2/16/2024,560.5,560.5
2/15/2024,567,566
2/14/2024,585.5,585
2/13/2024,597.5,598.25
2/12/2024,597.5,597
2/9/2024,596.75,597.5
2/8/2024,588.5,590.5
2/7/2024,602,600.75
2/6/2024,595,595
2/5/2024,590.25,590.75
2/2/2024,599.75,601.25
2/1/2024,601.5,601
1/31/2024,595.25,597
1/30/2024,605.5,604.5
1/29/2024,593.5,594.25
1/26/2024,600.25,601.5
1/25/2024,612.25,611.25
1/24/2024,610.75,611.25
1/23/2024,596.5,598
1/22/2024,596.5,595.25
1/19/2024,593.25,592.5
1/18/2024,585.5,586
1/17/2024,582.5,582.25
1/16/2024,582,581
1/12/2024,596,596.25
1/11/2024,603.75,603.5
1/10/2024,610.75,609.5
1/9/2024,610,609
1/8/2024,596.25,596
1/5/2024,616,616.75
1/4/2024,613.5,612
1/3/2024,600.25,602
1/2/2024,606.75,608
12/29/2023,628,627.5
12/28/2023,631.5,632
12/27/2023,623,624
12/26/2023,636.25,636
12/22/2023,616.25,615.25
12/21/2023,612.5,613
12/20/2023,610,610.75
12/19/2023,622.75,621.5
12/18/2023,617,618.25
12/15/2023,629.25,629
12/14/2023,594,#N/A N/A
12/13/2023,585.25,#N/A N/A
12/12/2023,607,#N/A N/A
12/11/2023,591.25,#N/A N/A
12/8/2023,615,#N/A N/A
12/7/2023,626,#N/A N/A
12/6/2023,615.75,#N/A N/A
12/5/2023,620.75,#N/A N/A
12/4/2023,595.75,#N/A N/A
12/1/2023,577,#N/A N/A
11/30/2023,570.25,546.75
11/29/2023,556,546.75
11/28/2023,543.75,543
11/27/2023,534.25,532
11/24/2023,548.75,549
11/22/2023,555.75,556.75
11/21/2023,555,554.25
11/20/2023,543.5,543.25
11/17/2023,550.75,552
11/16/2023,553.5,553.5
11/15/2023,560.5,560.25
11/14/2023,572,572
11/13/2023,579,580
11/10/2023,575.25,575
11/9/2023,580.75,580.5
11/8/2023,592.25,589.5
11/7/2023,570.25,571
11/6/2023,575.75,574.5
11/3/2023,572.5,572
11/2/2023,565.5,564
11/1/2023,561.75,561.25
10/31/2023,556.25,558
10/30/2023,566,566
10/27/2023,575.5,575.25
10/26/2023,579.5,579
10/25/2023,568.5,568
10/24/2023,580.5,578.75
10/23/2023,587.25,586
10/20/2023,586,583
10/19/2023,594,594
10/18/2023,580.25,580.25
10/17/2023,570.5,571
10/16/2023,577.25,578.5
10/13/2023,579.75,579.25
10/12/2023,571.5,571.75
10/11/2023,556,556.25
10/10/2023,558.5,558.75
10/9/2023,572.75,573.25
10/6/2023,568.25,569
10/5/2023,578.25,578
10/4/2023,560,559
10/3/2023,568.5,567.75
10/2/2023,564.75,565.5
9/29/2023,541.5,542.25
9/28/2023,578.75,579.5
9/27/2023,579.5,579.75
9/26/2023,589,589
9/25/2023,589,589.25
9/22/2023,579.5,578.5
9/21/2023,575.75,575.75
9/20/2023,588.75,587.5
9/19/2023,584,584
9/18/2023,591.25,589.75
9/15/2023,604.25,603.75
9/14/2023,567.5,#N/A N/A
9/13/2023,569,#N/A N/A
9/12/2023,560.25,#N/A N/A
9/11/2023,556,#N/A N/A
9/8/2023,567.25,#N/A N/A
9/7/2023,571.5,#N/A N/A
9/6/2023,581,#N/A N/A
9/5/2023,572.5,#N/A N/A
9/1/2023,567.5,#N/A N/A
8/31/2023,573,#N/A N/A
8/30/2023,576.75,518
8/29/2023,569.75,565.25
8/28/2023,588,587.75
8/25/2023,593.25,590.5
8/24/2023,604,603.5
8/23/2023,612.5,612.5
8/22/2023,601.75,602
8/21/2023,599.25,598.75
8/18/2023,613.25,613
8/17/2023,589.5,588.75
8/16/2023,597.75,598
8/15/2023,598.5,597
8/14/2023,616,613.25
8/11/2023,626.75,626.25
8/10/2023,637.75,637.5
8/9/2023,635,635
8/8/2023,656.25,653
8/7/2023,657.5,656
8/4/2023,633,635.25
8/3/2023,627,627
8/2/2023,640,639.75
8/1/2023,652.25,652
7/31/2023,665.75,665.75
7/28/2023,704.25,704
7/27/2023,712.75,712.5
7/26/2023,720,718.75
7/25/2023,760.25,760.25
7/24/2023,757.5,752.25
7/21/2023,697.5,695.25
7/20/2023,727,727
7/19/2023,727.75,721.75
7/18/2023,670.75,669
7/17/2023,653.75,653
7/14/2023,641.5,#N/A N/A
7/13/2023,627.5,600
7/12/2023,621.25,600
7/11/2023,649.5,625.25
7/10/2023,636.25,625.25
7/7/2023,639.5,625.25
7/6/2023,647,625.25
7/5/2023,662,625.25
7/3/2023,628.5,625.25
6/30/2023,636.25,625.25
6/29/2023,653,653
6/28/2023,655.75,625.25
6/27/2023,685,682.75
6/26/2023,724.25,721.75
6/23/2023,733.25,730.5
6/22/2023,739,739
6/21/2023,734.5,734
6/20/2023,695.75,693.5
6/16/2023,688,686.5
6/15/2023,661.5,661
6/14/2023,630.25,629.75
6/13/2023,636.25,637
6/12/2023,633.75,634
6/9/2023,630.25,630
6/8/2023,626.25,625.5
6/7/2023,616.75,616.25
6/6/2023,627.75,627
6/5/2023,624,623.75
6/2/2023,619,620
6/1/2023,610.75,610.75
5/31/2023,594.25,593.25
5/30/2023,591,591
5/26/2023,616,616.75
5/25/2023,604.25,605
5/24/2023,606.25,606
5/23/2023,622.25,622
5/22/2023,606.25,606
5/19/2023,605,605.5
5/18/2023,611.75,611
5/17/2023,625.5,623.5
5/16/2023,647.5,647
5/15/2023,660.75,663
5/12/2023,624.5,#N/A N/A
5/11/2023,614.25,#N/A N/A
5/10/2023,628.25,#N/A N/A
5/9/2023,630.5,#N/A N/A
5/8/2023,641,#N/A N/A
5/5/2023,647,510
5/4/2023,631.5,510
5/3/2023,626.25,510
5/2/2023,595.5,510
5/1/2023,603.75,601.5
4/28/2023,619.75,620
4/27/2023,614.75,535
4/26/2023,627.25,625.25
4/25/2023,638.75,638
4/24/2023,643.5,643.25
4/21/2023,661.75,661.5
4/20/2023,667.75,667.25
4/19/2023,681.75,680.75
4/18/2023,698,697.25
4/17/2023,696.5,694.75
4/14/2023,682.5,684.25
4/13/2023,667,666.5
4/12/2023,679.5,678.5
4/11/2023,674,674
4/10/2023,678.5,679.25
4/7/2023,675.5,674
4/6/2023,675.5,674
4/5/2023,682,680.75
4/4/2023,691.5,691.25
4/3/2023,693.5,695
3/31/2023,692.25,691.25
3/30/2023,692.25,691.25
3/29/2023,704.75,705.5
3/28/2023,699.75,698.25
3/27/2023,698,698
3/24/2023,688.5,689.5
3/23/2023,662,658.5
3/22/2023,663.5,663
3/21/2023,683.25,681.25
3/20/2023,700.75,700
3/17/2023,710.5,708.5
3/16/2023,699,697.5
3/15/2023,702.75,704
3/14/2023,686.5,#N/A N/A
3/13/2023,672.25,#N/A N/A
3/10/2023,666.75,#N/A N/A
3/9/2023,653.5,#N/A N/A
3/8/2023,674.5,#N/A N/A
3/7/2023,684.75,#N/A N/A
3/6/2023,682.5,#N/A N/A
3/3/2023,695.75,#N/A N/A
3/2/2023,701.25,696.75
3/1/2023,697,#N/A N/A
2/28/2023,691.5,#N/A N/A
2/27/2023,696,#N/A N/A
2/24/2023,708.25,707.5
2/23/2023,738.25,737.5
2/22/2023,736.5,736.75
2/21/2023,750.5,750
2/17/2023,765.5,764.5
2/16/2023,765,765
2/15/2023,769.25,769.25
2/14/2023,786,786.25
2/13/2023,792,789
2/10/2023,786,787.5
2/9/2023,757.25,754.75
2/8/2023,764.75,763.5
2/7/2023,749.75,749.75
2/6/2023,750.25,750.5
2/3/2023,756.75,756
2/2/2023,761,759.25
2/1/2023,759.75,757.75
1/31/2023,761.25,760.5
1/30/2023,752.5,752.5
1/27/2023,750,751
1/26/2023,752.5,750.25
1/25/2023,741.25,739
1/24/2023,734.5,733
1/23/2023,720,720.75
1/20/2023,741.5,741.5
1/19/2023,734.5,734.5
1/18/2023,742.5,740.5
1/17/2023,751.75,749.75
1/13/2023,743.75,742
1/12/2023,742.75,745
1/11/2023,740,738.25
1/10/2023,731,728.75
1/9/2023,741.5,740.5
1/6/2023,743.5,742
1/5/2023,746.75,746.25
1/4/2023,745.5,747
1/3/2023,775.5,779.25
12/30/2022,792,790.75
12/29/2022,774,773.5
12/28/2022,785.5,784
12/27/2022,774.5,776
12/23/2022,776,775.75
12/22/2022,762.25,763
12/21/2022,767.75,767.5
12/20/2022,750.5,749
12/19/2022,748.5,748.5
12/16/2022,753.5,756
12/15/2022,757.25,757.5
12/14/2022,728.25,#N/A N/A
12/13/2022,728.75,#N/A N/A
12/12/2022,733,#N/A N/A
12/9/2022,712.75,#N/A N/A
12/8/2022,724.25,#N/A N/A
12/7/2022,727,#N/A N/A
12/6/2022,705.5,#N/A N/A
12/5/2022,715.5,#N/A N/A
12/2/2022,737.25,730.5
12/1/2022,758.75,750
11/30/2022,771.5,750
11/29/2022,757.75,750
11/28/2022,756.75,751.75
11/25/2022,775.5,770
11/23/2022,793.5,788.5
11/22/2022,791.5,790
11/21/2022,799.25,797.5
11/18/2022,803.25,800
11/17/2022,806.75,807
11/16/2022,817.5,814.75
11/15/2022,828.25,829
11/14/2022,818.5,817.75
11/11/2022,813.75,813
11/10/2022,803.5,800
11/9/2022,806.5,806.75
11/8/2022,827.75,828
11/7/2022,845.75,841.75
11/4/2022,847.75,847.75
11/3/2022,840.5,842
11/2/2022,846,844.75
11/1/2022,902.5,895
10/31/2022,882.25,882
10/28/2022,829.25,829.25
10/27/2022,838.5,838
10/26/2022,840.5,842.25
10/25/2022,834.75,832.75
10/24/2022,838.75,838.75
10/21/2022,850.75,847.25
10/20/2022,849.25,845.25
10/19/2022,841.25,836.25
10/18/2022,849.5,850.5
10/17/2022,861,861
10/14/2022,859.75,859.5
10/13/2022,892.25,892.5
10/12/2022,882.25,884
10/11/2022,901,902
10/10/2022,938,933.5
10/7/2022,880.25,881.75
10/6/2022,879,881.75
10/5/2022,902,903.75
10/4/2022,903,903
10/3/2022,912,912
9/30/2022,921.5,920
9/29/2022,896.25,898.5
9/28/2022,903.25,900
9/27/2022,871.5,880
9/26/2022,858,862
9/23/2022,880.5,875.75
9/22/2022,910.75,907.5
9/21/2022,903.75,891
9/20/2022,893.75,889
9/19/2022,830.5,829.75
9/16/2022,859.75,858
9/15/2022,845,843
9/14/2022,853.75,#N/A N/A
9/13/2022,842.75,#N/A N/A
9/12/2022,841.25,#N/A N/A
9/9/2022,853.25,#N/A N/A
9/8/2022,810.5,#N/A N/A
9/7/2022,826.5,#N/A N/A
9/6/2022,800,#N/A N/A
9/2/2022,793,705
9/1/2022,775.5,705
8/31/2022,809,780.25
8/30/2022,798.25,790
8/29/2022,820,811.75
8/26/2022,784.75,789.75
8/25/2022,769.75,765
8/24/2022,795,792.5
8/23/2022,782.75,781
8/22/2022,770.5,767.75
8/19/2022,753.25,752.5
8/18/2022,731.5,732
8/17/2022,763.25,760.5
8/16/2022,786,785.25
8/15/2022,800.75,797.5
8/12/2022,806,795.25
8/11/2022,810.75,809.25
8/10/2022,799.75,797.75
8/9/2022,781.5,781
8/8/2022,779.75,779
8/5/2022,775.75,771.75
8/4/2022,782.5,781
8/3/2022,763.75,766
8/2/2022,774.75,772
8/1/2022,800.25,797
7/29/2022,807.75,800.25
7/28/2022,817,816
7/27/2022,790.25,785.25
7/26/2022,803.75,803.5
7/25/2022,770,765.25
7/22/2022,759,753
7/21/2022,806.25,800
7/20/2022,819.5,824
7/19/2022,812.25,812.25
7/18/2022,812.75,805.25
7/15/2022,776.75,777
7/14/2022,794.25,#N/A N/A
7/13/2022,798.25,#N/A N/A
7/12/2022,801.5,777.5
7/11/2022,843.75,#N/A N/A
7/8/2022,879.25,#N/A N/A
7/7/2022,824.5,#N/A N/A
7/6/2022,792.25,#N/A N/A
7/5/2022,793.75,#N/A N/A
7/1/2022,831.25,788.75
6/30/2022,868.75,852
6/29/2022,915.5,906
6/28/2022,921.25,901
6/27/2022,904,901
6/24/2022,923.75,924
6/23/2022,937.25,938.75
6/22/2022,976.5,972
6/21/2022,975.25,975
6/17/2022,1034.25,1031.25
6/16/2022,1078.25,1078
6/15/2022,1050,1050
6/14/2022,1050.25,1054.25
6/13/2022,1071,1067.75
6/10/2022,1070.75,1071.25
6/9/2022,1071.25,1071.5
6/8/2022,1074.75,1074.25
6/7/2022,1071.75,1073.25
6/6/2022,1093,1098.75
6/3/2022,1040,1040
6/2/2022,1058.25,1061.5
6/1/2022,1041.25,1041.75
5/31/2022,1087.5,1087.5
5/27/2022,1157.5,1157.5
5/26/2022,1143.25,1141.25
5/25/2022,1148.25,1147.75
5/24/2022,1154.75,1155.75
5/23/2022,1190,1192
5/20/2022,1168.75,1171.75
5/19/2022,1200.5,1203
5/18/2022,1230.75,1231
5/17/2022,1277.5,1279
5/16/2022,1247.5,1247.5
5/13/2022,1167.25,#N/A N/A
5/12/2022,1174.5,950
5/11/2022,1108.75,1008
5/10/2022,1083.25,1008
5/9/2022,1083.25,1008
5/6/2022,1097,1008
5/5/2022,1096,1008
5/4/2022,1066,1018.75
5/3/2022,1033.75,1018.75
5/2/2022,1043.5,1018.75
4/29/2022,1043.75,1040
4/28/2022,1074,1071.5
4/27/2022,1080,1069
4/26/2022,1083.25,1065
4/25/2022,1062,1060
4/22/2022,1065.5,1056.25
4/21/2022,1068,1060
4/20/2022,1088,1085.75
4/19/2022,1099,1096
4/18/2022,1120.5,1117.5
4/14/2022,1096.5,1095.75
4/13/2022,1113.5,1115
4/12/2022,1103.75,1100
4/11/2022,1081.25,1079
4/8/2022,1051.5,1046
4/7/2022,1020,1014
4/6/2022,1038.25,1041
4/5/2022,1045.25,1036
4/4/2022,1010.25,1020
4/1/2022,984.5,987
3/31/2022,1006,1006
3/30/2022,1027.25,1029.5
3/29/2022,1014.25,1010.25
3/28/2022,1057,1060
3/25/2022,1102.25,1085
3/24/2022,1085.75,1085.5
3/23/2022,1105.75,1106
3/22/2022,1118.25,1118.75
3/21/2022,1119.25,1120
3/18/2022,1063.75,1058
3/17/2022,1098,1092
3/16/2022,1069.25,1070
3/15/2022,1154.25,1155
3/14/2022,1090,#N/A N/A
3/11/2022,1090,746
3/10/2022,1073.75,746
3/9/2022,1199.5,746
3/8/2022,1273,746
3/7/2022,1425.25,746.75
3/4/2022,1348,1207.25
3/3/2022,1289,1111.25
3/2/2022,1058.5,746.75
3/1/2022,1001.75,746.75
2/28/2022,928,775
2/25/2022,843,775
2/24/2022,926,880
2/23/2022,876,873.75
2/22/2022,844.25,839.25
2/18/2022,797,794.5
2/17/2022,798,796.25
2/16/2022,780.5,778.5
2/15/2022,779.75,777.25
2/14/2022,799.25,800.25
2/11/2022,797.75,796
2/10/2022,771.5,771
2/9/2022,785,784.5
