Security,W 1 COMB Comdty,
11/20/2024,552.5,69319
11/19/2024,549.75,78268
11/18/2024,547.25,89922
11/15/2024,536.5,102967
11/14/2024,530.25,117860
11/13/2024,541,132143
11/12/2024,552.25,143881
11/11/2024,565.5,154704
11/8/2024,572.5,166499
11/7/2024,571.5,185006
11/6/2024,573.25,194701
11/5/2024,572.5,195323
11/4/2024,568.75,199822
11/1/2024,568,200603
10/31/2024,570.5,200088
10/30/2024,573.25,198516
10/29/2024,570.5,198443
10/28/2024,558.75,203594
10/25/2024,569,200301
10/24/2024,581.5,198783
10/23/2024,578.5,201918
10/22/2024,576,203844
10/21/2024,572.25,202998
10/18/2024,572.75,203011
10/17/2024,589.5,195022
10/16/2024,585,196136
10/15/2024,579.5,199475
10/14/2024,585.25,201233
10/11/2024,599,201616
10/10/2024,603.75,201769
10/9/2024,599,205976
10/8/2024,594.75,208865
10/7/2024,592.5,212195
10/4/2024,589.75,210438
10/3/2024,603.5,210778
10/2/2024,615.25,213952
10/1/2024,599,217196
9/30/2024,584,215391
9/27/2024,580,215518
9/26/2024,584.25,215496
9/25/2024,589.25,213852
9/24/2024,578,213525
9/23/2024,582.5,213124
9/20/2024,568.5,210723
9/19/2024,565.5,212165
9/18/2024,575.75,209184
9/17/2024,575.75,209488
9/16/2024,578.5,210355
9/13/2024,571.25,#N/A N/A
9/12/2024,563,#N/A N/A
9/11/2024,563.75,18
9/10/2024,558.75,20
9/9/2024,555.5,22
9/6/2024,553.25,22
9/5/2024,561,430
9/4/2024,565.25,758
9/3/2024,552,875
8/30/2024,532.75,1408
8/29/2024,525,2266
8/28/2024,514.25,10068
8/27/2024,508.25,19006
8/26/2024,498,33321
8/23/2024,502.25,53845
8/22/2024,511,72183
8/21/2024,519.75,77497
8/20/2024,533,84465
8/19/2024,528.25,93172
8/16/2024,530,99683
8/15/2024,528.25,104947
8/14/2024,534.75,115097
8/13/2024,528.75,130524
8/12/2024,536.75,139908
8/9/2024,542.5,159702
8/8/2024,537.5,173960
8/7/2024,538.25,186338
8/6/2024,543.25,196816
8/5/2024,539.5,200223
8/2/2024,539,205043
8/1/2024,532,208121
7/31/2024,527.25,206636
7/30/2024,524,209073
7/29/2024,531,208572
7/26/2024,523.5,206281
7/25/2024,537.75,203950
7/24/2024,547,204023
7/23/2024,542.75,208093
7/22/2024,548,208087
7/19/2024,542.75,207303
7/18/2024,535.25,207076
7/17/2024,539.25,205506
7/16/2024,530.75,206691
7/15/2024,532.5,205449
7/12/2024,538,79
7/11/2024,554.25,28
7/10/2024,543.5,152
7/9/2024,554.25,119
7/8/2024,553,151
7/5/2024,572.25,167
7/3/2024,554.5,229
7/2/2024,561.5,394
7/1/2024,569.25,591
6/28/2024,553.5,1130
6/27/2024,559.75,2680
6/26/2024,541.25,13040
6/25/2024,541.75,21685
6/24/2024,552.5,33167
6/21/2024,561.5,47416
6/20/2024,572.75,71810
6/18/2024,582,81758
6/17/2024,591.5,89404
6/14/2024,612.75,96585
6/13/2024,620,109774
6/12/2024,617,119097
6/11/2024,626.5,129137
6/10/2024,607.5,153766
6/7/2024,627.5,164308
6/6/2024,639.5,180910
6/5/2024,646.75,186283
6/4/2024,658.25,191385
6/3/2024,672.75,196045
5/31/2024,678.5,200539
5/30/2024,681,200884
5/29/2024,692.75,199052
5/28/2024,700.25,200143
5/24/2024,697.25,199837
5/23/2024,698,201832
5/22/2024,693,203377
5/21/2024,697.5,198779
5/20/2024,688.75,200112
5/17/2024,651.25,197330
5/16/2024,663.25,198065
5/15/2024,665.75,200552
5/14/2024,657,19
5/13/2024,670.25,35
5/10/2024,645.75,62
5/9/2024,619.75,97
5/8/2024,616,39
5/7/2024,624.75,79
5/6/2024,632.25,184
5/3/2024,606,259
5/2/2024,586.5,368
5/1/2024,581.5,609
4/30/2024,585,1353
4/29/2024,590.25,2494
4/26/2024,603.25,10157
4/25/2024,602.25,25371
4/24/2024,594.5,28816
4/23/2024,585,35381
4/22/2024,570.25,46073
4/19/2024,550.25,52795
4/18/2024,536.75,57250
4/17/2024,537,59404
4/16/2024,549.75,64974
4/15/2024,551.75,71661
4/12/2024,556,81356
4/11/2024,551.75,95230
4/10/2024,558.5,114484
4/9/2024,557.75,131608
4/8/2024,565.75,147594
4/5/2024,567.25,163145
4/4/2024,556.25,179106
4/3/2024,556,187210
4/2/2024,545.25,189806
4/1/2024,557,192898
3/29/2024,#N/A N/A,192083
3/28/2024,560.25,192083
3/27/2024,547.5,196797
3/26/2024,543.5,197845
3/25/2024,555,197949
3/22/2024,554.75,200911
3/21/2024,546.75,199541
3/20/2024,545,200222
3/19/2024,552.5,198110
3/18/2024,542.75,200115
3/15/2024,528.5,201909
3/14/2024,519.5,11
3/13/2024,532.25,9
3/12/2024,535.5,27
3/11/2024,537.5,25
3/8/2024,526.75,50
3/7/2024,520.75,279
3/6/2024,521.25,197
3/5/2024,545.75,75
3/4/2024,563.5,145
3/1/2024,560,531
2/29/2024,577.5,918
2/28/2024,571,2353
2/27/2024,586,11959
2/26/2024,577.25,20943
2/23/2024,573.5,30936
2/22/2024,583.25,43877
2/21/2024,583.25,53609
2/20/2024,582.75,61067
2/16/2024,560.5,74390
2/15/2024,567,80120
2/14/2024,585.5,90134
2/13/2024,597.5,100813
2/12/2024,597.5,120147
2/9/2024,596.75,133849
2/8/2024,588.5,152739
2/7/2024,602,166120
2/6/2024,595,179487
2/5/2024,590.25,183715
2/2/2024,599.75,182399
2/1/2024,601.5,189271
1/31/2024,595.25,191316
1/30/2024,605.5,190242
1/29/2024,593.5,191700
1/26/2024,600.25,191967
1/25/2024,612.25,188135
1/24/2024,610.75,190939
1/23/2024,596.5,191712
1/22/2024,596.5,194395
1/19/2024,593.25,194919
1/18/2024,585.5,195881
1/17/2024,582.5,192693
1/16/2024,582,192233
1/12/2024,596,186287
1/11/2024,603.75,180912
1/10/2024,610.75,179429
1/9/2024,610,179179
1/8/2024,596.25,185514
1/5/2024,616,179908
1/4/2024,613.5,182916
1/3/2024,600.25,187441
1/2/2024,606.75,184716
12/29/2023,628,182004
12/28/2023,631.5,179955
12/27/2023,623,182672
12/26/2023,636.25,184370
12/22/2023,616.25,185348
12/21/2023,612.5,184824
12/20/2023,610,185226
12/19/2023,622.75,185203
12/18/2023,617,186645
12/15/2023,629.25,188020
12/14/2023,594,111
12/13/2023,585.25,217
12/12/2023,607,147
12/11/2023,591.25,241
12/8/2023,615,152
12/7/2023,626,159
12/6/2023,615.75,169
12/5/2023,620.75,334
12/4/2023,595.75,377
12/1/2023,577,414
11/30/2023,570.25,773
11/29/2023,556,2347
11/28/2023,543.75,13165
11/27/2023,534.25,28986
11/24/2023,548.75,45392
11/22/2023,555.75,60774
11/21/2023,555,68908
11/20/2023,543.5,79810
11/17/2023,550.75,87945
11/16/2023,553.5,99527
11/15/2023,560.5,108268
11/14/2023,572,125271
11/13/2023,579,137899
11/10/2023,575.25,152037
11/9/2023,580.75,161417
11/8/2023,592.25,176362
11/7/2023,570.25,201830
11/6/2023,575.75,216542
11/3/2023,572.5,219871
11/2/2023,565.5,224162
11/1/2023,561.75,230448
10/31/2023,556.25,232771
10/30/2023,566,229406
10/27/2023,575.5,229581
10/26/2023,579.5,230198
10/25/2023,568.5,231256
10/24/2023,580.5,226723
10/23/2023,587.25,228533
10/20/2023,586,228386
10/19/2023,594,234241
10/18/2023,580.25,233288
10/17/2023,570.5,231011
10/16/2023,577.25,230511
10/13/2023,579.75,235425
10/12/2023,571.5,243156
10/11/2023,556,241618
10/10/2023,558.5,238496
10/9/2023,572.75,238645
10/6/2023,568.25,240061
10/5/2023,578.25,244317
10/4/2023,560,250330
10/3/2023,568.5,251536
10/2/2023,564.75,258071
9/29/2023,541.5,259398
9/28/2023,578.75,253294
9/27/2023,579.5,251115
9/26/2023,589,248739
9/25/2023,589,246208
9/22/2023,579.5,246292
9/21/2023,575.75,246258
9/20/2023,588.75,244151
9/19/2023,584,241633
9/18/2023,591.25,240400
9/15/2023,604.25,237313
9/14/2023,567.5,95
9/13/2023,569,38
9/12/2023,560.25,83
9/11/2023,556,249
9/8/2023,567.25,202
9/7/2023,571.5,244
9/6/2023,581,300
9/5/2023,572.5,388
9/1/2023,567.5,666
8/31/2023,573,1975
8/30/2023,576.75,3225
8/29/2023,569.75,9405
8/28/2023,588,21107
8/25/2023,593.25,30334
8/24/2023,604,47388
8/23/2023,612.5,53963
8/22/2023,601.75,57699
8/21/2023,599.25,63121
8/18/2023,613.25,66284
8/17/2023,589.5,70904
8/16/2023,597.75,75175
8/15/2023,598.5,77313
8/14/2023,616,81278
8/11/2023,626.75,85608
8/10/2023,637.75,94970
8/9/2023,635,105048
8/8/2023,656.25,114354
8/7/2023,657.5,122831
8/4/2023,633,135007
8/3/2023,627,135053
8/2/2023,640,132801
8/1/2023,652.25,131326
7/31/2023,665.75,131458
7/28/2023,704.25,133307
7/27/2023,712.75,133217
7/26/2023,720,134946
7/25/2023,760.25,135860
7/24/2023,757.5,140114
7/21/2023,697.5,140169
7/20/2023,727,141840
7/19/2023,727.75,143508
7/18/2023,670.75,147830
7/17/2023,653.75,150304
7/14/2023,641.5,52
7/13/2023,627.5,21
7/12/2023,621.25,25
7/11/2023,649.5,95
7/10/2023,636.25,265
7/7/2023,639.5,282
7/6/2023,647,316
7/5/2023,662,680
7/3/2023,628.5,1200
6/30/2023,636.25,1476
6/29/2023,653,2083
6/28/2023,655.75,8595
6/27/2023,685,16426
6/26/2023,724.25,23185
6/23/2023,733.25,32980
6/22/2023,739,55987
6/21/2023,734.5,64518
6/20/2023,695.75,73008
6/16/2023,688,87511
6/15/2023,661.5,100513
6/14/2023,630.25,109986
6/13/2023,636.25,119912
6/12/2023,633.75,135985
6/9/2023,630.25,152384
6/8/2023,626.25,170063
6/7/2023,616.75,179671
6/6/2023,627.75,197043
6/5/2023,624,195652
6/2/2023,619,198736
6/1/2023,610.75,201422
5/31/2023,594.25,207595
5/30/2023,591,212205
5/26/2023,616,210664
5/25/2023,604.25,215594
5/24/2023,606.25,215663
5/23/2023,622.25,213430
5/22/2023,606.25,212803
5/19/2023,605,213197
5/18/2023,611.75,212456
5/17/2023,625.5,211775
5/16/2023,647.5,210578
5/15/2023,660.75,210644
5/12/2023,624.5,65
5/11/2023,614.25,22
5/10/2023,628.25,50
5/9/2023,630.5,15
5/8/2023,641,27
5/5/2023,647,102
5/4/2023,631.5,177
5/3/2023,626.25,308
5/2/2023,595.5,398
5/1/2023,603.75,830
4/28/2023,619.75,1025
4/27/2023,614.75,1840
4/26/2023,627.25,9626
4/25/2023,638.75,17390
4/24/2023,643.5,29683
4/21/2023,661.75,40556
4/20/2023,667.75,54506
4/19/2023,681.75,61947
4/18/2023,698,68651
4/17/2023,696.5,78609
4/14/2023,682.5,91650
4/13/2023,667,104715
4/12/2023,679.5,124742
4/11/2023,674,144037
4/10/2023,678.5,158037
4/7/2023,675.5,170593
4/6/2023,675.5,170593
4/5/2023,682,172227
4/4/2023,691.5,170404
4/3/2023,693.5,173402
3/31/2023,692.25,175333
3/30/2023,692.25,179012
3/29/2023,704.75,179889
3/28/2023,699.75,181145
3/27/2023,698,184433
3/24/2023,688.5,185837
3/23/2023,662,193517
3/22/2023,663.5,191255
3/21/2023,683.25,185730
3/20/2023,700.75,184129
3/17/2023,710.5,184497
3/16/2023,699,185360
3/15/2023,702.75,187819
3/14/2023,686.5,39
3/13/2023,672.25,33
3/10/2023,666.75,38
3/9/2023,653.5,47
3/8/2023,674.5,40
3/7/2023,684.75,64
3/6/2023,682.5,33
3/3/2023,695.75,147
3/2/2023,701.25,755
3/1/2023,697,820
2/28/2023,691.5,1393
2/27/2023,696,2639
2/24/2023,708.25,15052
2/23/2023,738.25,26859
2/22/2023,736.5,36973
2/21/2023,750.5,44940
2/17/2023,765.5,58886
2/16/2023,765,67416
2/15/2023,769.25,75349
2/14/2023,786,83040
2/13/2023,792,91539
2/10/2023,786,101699
2/9/2023,757.25,111745
2/8/2023,764.75,122647
2/7/2023,749.75,134718
2/6/2023,750.25,139981
2/3/2023,756.75,143106
2/2/2023,761,147820
2/1/2023,759.75,146938
1/31/2023,761.25,150610
1/30/2023,752.5,151229
1/27/2023,750,151303
1/26/2023,752.5,153910
1/25/2023,741.25,155881
1/24/2023,734.5,160809
1/23/2023,720,164859
1/20/2023,741.5,157317
1/19/2023,734.5,157090
1/18/2023,742.5,157646
1/17/2023,751.75,158076
1/13/2023,743.75,160222
1/12/2023,742.75,162660
1/11/2023,740,161419
1/10/2023,731,160643
1/9/2023,741.5,158647
1/6/2023,743.5,159473
1/5/2023,746.75,160588
1/4/2023,745.5,160691
1/3/2023,775.5,158496
12/30/2022,792,159688
12/29/2022,774,162893
12/28/2022,785.5,161815
12/27/2022,774.5,161290
12/23/2022,776,164179
12/22/2022,762.25,165396
12/21/2022,767.75,164409
12/20/2022,750.5,166312
12/19/2022,748.5,168132
12/16/2022,753.5,169963
12/15/2022,757.25,172415
12/14/2022,728.25,72
12/13/2022,728.75,100
12/12/2022,733,250
12/9/2022,712.75,237
12/8/2022,724.25,346
12/7/2022,727,511
12/6/2022,705.5,397
12/5/2022,715.5,305
12/2/2022,737.25,659
12/1/2022,758.75,867
11/30/2022,771.5,1142
11/29/2022,757.75,2317
11/28/2022,756.75,12537
11/25/2022,775.5,32877
11/23/2022,793.5,50035
11/22/2022,791.5,55977
11/21/2022,799.25,60247
11/18/2022,803.25,65811
11/17/2022,806.75,69596
11/16/2022,817.5,72163
11/15/2022,828.25,80370
11/14/2022,818.5,86285
11/11/2022,813.75,95492
11/10/2022,803.5,106014
11/9/2022,806.5,114707
11/8/2022,827.75,121241
11/7/2022,845.75,127550
11/4/2022,847.75,131796
11/3/2022,840.5,133813
11/2/2022,846,136005
11/1/2022,902.5,135745
10/31/2022,882.25,134913
10/28/2022,829.25,139484
10/27/2022,838.5,137317
10/26/2022,840.5,135040
10/25/2022,834.75,136354
10/24/2022,838.75,132820
10/21/2022,850.75,132890
10/20/2022,849.25,134812
10/19/2022,841.25,133389
10/18/2022,849.5,133754
10/17/2022,861,133671
10/14/2022,859.75,136001
10/13/2022,892.25,136985
10/12/2022,882.25,138546
10/11/2022,901,140784
10/10/2022,938,140502
10/7/2022,880.25,140592
10/6/2022,879,140658
10/5/2022,902,140553
10/4/2022,903,141687
10/3/2022,912,144541
9/30/2022,921.5,147085
9/29/2022,896.25,147555
9/28/2022,903.25,150424
9/27/2022,871.5,147605
9/26/2022,858,147158
9/23/2022,880.5,150798
9/22/2022,910.75,155439
9/21/2022,903.75,154046
9/20/2022,893.75,154338
9/19/2022,830.5,155233
9/16/2022,859.75,155291
9/15/2022,845,157362
9/14/2022,853.75,31
9/13/2022,842.75,30
9/12/2022,841.25,47
9/9/2022,853.25,64
9/8/2022,810.5,320
9/7/2022,826.5,353
9/6/2022,800,398
9/2/2022,793,474
9/1/2022,775.5,747
8/31/2022,809,1255
8/30/2022,798.25,2119
8/29/2022,820,9238
8/26/2022,784.75,21156
8/25/2022,769.75,37537
8/24/2022,795,42950
8/23/2022,782.75,47466
8/22/2022,770.5,52842
8/19/2022,753.25,57209
8/18/2022,731.5,58127
8/17/2022,763.25,60867
8/16/2022,786,63625
8/15/2022,800.75,68587
8/12/2022,806,75877
8/11/2022,810.75,79848
8/10/2022,799.75,91187
8/9/2022,781.5,100437
8/8/2022,779.75,108873
8/5/2022,775.75,117884
8/4/2022,782.5,125929
8/3/2022,763.75,127081
8/2/2022,774.75,128065
8/1/2022,800.25,129214
7/29/2022,807.75,129676
7/28/2022,817,130794
7/27/2022,790.25,132947
7/26/2022,803.75,133736
7/25/2022,770,138744
7/22/2022,759,141249
7/21/2022,806.25,140592
7/20/2022,819.5,138061
7/19/2022,812.25,136644
7/18/2022,812.75,134718
7/15/2022,776.75,135945
7/14/2022,794.25,37
7/13/2022,798.25,27
7/12/2022,801.5,85
7/11/2022,843.75,81
7/8/2022,879.25,143
7/7/2022,824.5,201
7/6/2022,792.25,362
7/5/2022,793.75,395
7/1/2022,831.25,459
6/30/2022,868.75,1364
6/29/2022,915.5,3682
6/28/2022,921.25,8665
6/27/2022,904,17134
6/24/2022,923.75,26224
6/23/2022,937.25,38858
6/22/2022,976.5,41444
6/21/2022,975.25,44796
6/17/2022,1034.25,51002
6/16/2022,1078.25,57092
6/15/2022,1050,64820
6/14/2022,1050.25,70923
6/13/2022,1071,75077
6/10/2022,1070.75,80897
6/9/2022,1071.25,93618
6/8/2022,1074.75,105752
6/7/2022,1071.75,118995
6/6/2022,1093,130792
6/3/2022,1040,137598
6/2/2022,1058.25,140791
6/1/2022,1041.25,147634
5/31/2022,1087.5,153215
5/27/2022,1157.5,155827
5/26/2022,1143.25,157244
5/25/2022,1148.25,157903
5/24/2022,1154.75,159664
5/23/2022,1190,163968
5/20/2022,1168.75,162373
5/19/2022,1200.5,165139
5/18/2022,1230.75,164811
5/17/2022,1277.5,165820
5/16/2022,1247.5,162789
5/13/2022,1167.25,1
5/12/2022,1174.5,27
5/11/2022,1108.75,167
5/10/2022,1083.25,241
5/9/2022,1083.25,318
5/6/2022,1097,298
5/5/2022,1096,407
5/4/2022,1066,394
5/3/2022,1033.75,561
5/2/2022,1043.5,792
4/29/2022,1043.75,1758
4/28/2022,1074,1807
4/27/2022,1080,6254
4/26/2022,1083.25,9611
4/25/2022,1062,13140
4/22/2022,1065.5,17660
4/21/2022,1068,27260
4/20/2022,1088,29756
4/19/2022,1099,32310
4/18/2022,1120.5,37333
4/15/2022,#N/A N/A,41144
4/14/2022,1096.5,41144
4/13/2022,1113.5,44165
4/12/2022,1103.75,55331
4/11/2022,1081.25,68789
4/8/2022,1051.5,85110
4/7/2022,1020,97965
4/6/2022,1038.25,111115
4/5/2022,1045.25,114193
4/4/2022,1010.25,117145
4/1/2022,984.5,120038
3/31/2022,1006,121869
3/30/2022,1027.25,123031
3/29/2022,1014.25,124312
3/28/2022,1057,126535
3/25/2022,1102.25,127799
3/24/2022,1085.75,130726
3/23/2022,1105.75,130956
3/22/2022,1118.25,130265
3/21/2022,1119.25,130615
3/18/2022,1063.75,128673
3/17/2022,1098,129623
3/16/2022,1069.25,129211
3/15/2022,1154.25,132069
3/14/2022,1090,15
3/11/2022,1090,5
3/10/2022,1073.75,6
3/9/2022,1199.5,45
3/8/2022,1273,65
3/7/2022,1425.25,101
3/4/2022,1348,208
3/3/2022,1289,293
3/2/2022,1058.5,396
3/1/2022,1001.75,466
2/28/2022,928,699
2/25/2022,843,1008
2/24/2022,926,5650
2/23/2022,876,15373
2/22/2022,844.25,24989
2/18/2022,797,43753
2/17/2022,798,59534
2/16/2022,780.5,66387
2/15/2022,779.75,71359
2/14/2022,799.25,77622
2/11/2022,797.75,82082
2/10/2022,771.5,96164
2/9/2022,785,108430
2/8/2022,778.75,118491
2/7/2022,768.75,132874
2/4/2022,763.25,146331
2/3/2022,751.75,151406
2/2/2022,755,154291
2/1/2022,769,156987
1/31/2022,761.25,159894
1/28/2022,786.25,162323
1/27/2022,777,164091
1/26/2022,795,164960
1/25/2022,818,164069
1/24/2022,800.5,162517
1/21/2022,780,166535
1/20/2022,790.25,172183
1/19/2022,796.5,171681
1/18/2022,769,174163
1/14/2022,741.5,173731
1/13/2022,746.75,173988
1/12/2022,757.75,170425
1/11/2022,770.25,172462
1/10/2022,762,173719
1/7/2022,758.5,177196
1/6/2022,746,179783
1/5/2022,760.75,173251
1/4/2022,770,172462
1/3/2022,758,172499
12/31/2021,770.75,170343
12/30/2021,779.75,170011
12/29/2021,787.75,170376
12/28/2021,783.5,172969
12/27/2021,804,173935
12/23/2021,814.75,174484
12/22/2021,814,176488
12/21/2021,799,175399
12/20/2021,777.75,175033
12/17/2021,775,176018
12/16/2021,770.5,179516
12/15/2021,756,183953
12/14/2021,785.5,#N/A N/A
12/13/2021,785.5,39
12/10/2021,782,69
12/9/2021,773.5,99
12/8/2021,791.25,178
12/7/2021,799.25,191
12/6/2021,797,258
12/3/2021,794.5,393
12/2/2021,806.5,438
12/1/2021,778.5,794
11/30/2021,773.75,2027
11/29/2021,807.5,3568
11/26/2021,825.5,13571
11/24/2021,836.75,47378
11/23/2021,856,55099
11/22/2021,845.75,60387
11/19/2021,823,66478
11/18/2021,820,73152
11/17/2021,822.25,84564
11/16/2021,810.25,91577
11/15/2021,826.25,101373
11/12/2021,817,107366
11/11/2021,812.5,114049
11/10/2021,803,123034
11/9/2021,778.5,129701
11/8/2021,768,142014
11/5/2021,766.5,159612
11/4/2021,773.75,169115
11/3/2021,781,174035
11/2/2021,791.5,177197
